f1_w,acc_w,seed,timestamps,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,mode,path,epoch
0.6472019234504414,0.6593869731800767,7295,202505081623,0.803343949044586,0.6014234875444839,0.06,0.40865384615384615,0.6119402985074627,0.0,0.6057971014492753,0.7916830129462534,0.5738539898132428,0.10909090909090909,0.4292929292929293,0.6381322957198443,0.0,0.5284450063211125,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_64.72_acc_65.94_epoch_2_time_202505081623_seed_7295.pth,2
0.6527097189033373,0.6590038314176245,7295,202505081623,0.7842356687898089,0.6334519572953736,0.12,0.4519230769230769,0.6393034825870647,0.07352941176470588,0.5652173913043478,0.7876849260295882,0.5913621262458472,0.18461538461538463,0.4351851851851852,0.6377171215880894,0.12345679012345678,0.5320600272851296,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.27_acc_65.90_epoch_3_time_202505081623_seed_7295.pth,3
0.6321094112278165,0.657088122605364,997,202505081623,0.8343949044585988,0.6192170818505338,0.0,0.18269230769230768,0.6243781094527363,0.0,0.591304347826087,0.795144157814871,0.5714285714285714,0.0,0.2783882783882784,0.6346396965865992,0.0,0.5145018915510718,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_63.21_acc_65.71_epoch_0_time_202505081623_seed_997.pth,0
0.6283342078858993,0.650191570881226,7417,202505081623,0.8328025477707006,0.6441281138790036,0.0,0.2980769230769231,0.664179104477612,0.0,0.40869565217391307,0.7978642257818459,0.556923076923077,0.0,0.34831460674157305,0.6342042755344418,0.0,0.4462025316455696,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_62.83_acc_65.02_epoch_0_time_202505081623_seed_7417.pth,0
0.6483200101722825,0.6651340996168582,997,202505081623,0.8296178343949044,0.6263345195729537,0.02,0.35096153846153844,0.5945273631840796,0.0,0.5942028985507246,0.7981616238988893,0.5906040268456376,0.03773584905660377,0.4022038567493113,0.6398929049531459,0.0,0.5242966751918159,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_64.83_acc_66.51_epoch_1_time_202505081623_seed_997.pth,1
0.6430402801953762,0.6597701149425287,7417,202505081623,0.8176751592356688,0.6476868327402135,0.0,0.40384615384615385,0.6417910447761194,0.0,0.4956521739130435,0.7970508343034536,0.5824,0.0,0.4296675191815857,0.6292682926829268,0.0,0.49637155297532654,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.30_acc_65.98_epoch_1_time_202505081623_seed_7417.pth,1
0.6504201940084829,0.6636015325670498,997,202505081623,0.8288216560509554,0.6334519572953736,0.08,0.34615384615384615,0.5945273631840796,0.058823529411764705,0.5623188405797102,0.7973956338567598,0.586490939044481,0.12121212121212122,0.4022346368715084,0.6322751322751323,0.09876543209876543,0.5236167341430499,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_65.04_acc_66.36_epoch_2_time_202505081623_seed_997.pth,2
0.6427992726565489,0.6655172413793103,7295,202505081623,0.8734076433121019,0.5871886120996441,0.1,0.1971153846153846,0.5845771144278606,0.14705882352941177,0.5333333333333333,0.7943519188993483,0.5769230769230769,0.15873015873015872,0.2971014492753623,0.6359945872801083,0.20833333333333334,0.5168539325842697,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_64.28_acc_66.55_epoch_8_time_202505081623_seed_7295.pth,8
0.6495947857023253,0.6647509578544061,7417,202505081623,0.8264331210191083,0.6227758007117438,0.04,0.38461538461538464,0.6218905472636815,0.014705882352941176,0.5478260869565217,0.7990762124711316,0.5756578947368421,0.07272727272727272,0.42105263157894735,0.6418485237483954,0.028169014084507043,0.5185185185185185,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.96_acc_66.48_epoch_2_time_202505081623_seed_7417.pth,2
0.6543979741034354,0.6659003831417625,997,202505081623,0.8359872611464968,0.6227758007117438,0.18,0.32211538461538464,0.5920398009950248,0.14705882352941177,0.5478260869565217,0.796057619408643,0.5794701986754967,0.225,0.4,0.6287978863936592,0.20408163265306123,0.5338983050847458,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_65.44_acc_66.59_epoch_3_time_202505081623_seed_997.pth,3
0.6455044065776626,0.6616858237547892,7295,202505081623,0.8463375796178344,0.5800711743772242,0.12,0.25961538461538464,0.6393034825870647,0.17647058823529413,0.4985507246376812,0.7932835820895522,0.5905797101449275,0.18181818181818182,0.3323076923076923,0.6215235792019347,0.2222222222222222,0.5196374622356495,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_64.55_acc_66.17_epoch_9_time_202505081623_seed_7295.pth,9
0.6520234582630269,0.6620689655172414,7417,202505081623,0.8152866242038217,0.6156583629893239,0.14,0.33653846153846156,0.6218905472636815,0.07352941176470588,0.5768115942028985,0.7950310559006211,0.5854483925549916,0.17721518987341772,0.39215686274509803,0.6459948320413437,0.12345679012345678,0.5223097112860893,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_65.20_acc_66.21_epoch_3_time_202505081623_seed_7417.pth,3
0.6559189467965229,0.6670498084291188,997,202505081623,0.8351910828025477,0.6263345195729537,0.22,0.27884615384615385,0.6094527363184079,0.22058823529411764,0.5420289855072464,0.7949981053429329,0.5886287625418061,0.24719101123595505,0.3659305993690852,0.6371911573472041,0.2727272727272727,0.5358166189111748,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_65.59_acc_66.70_epoch_4_time_202505081623_seed_997.pth,4
0.6557631843275237,0.6647509578544061,7417,202505081623,0.8200636942675159,0.6192170818505338,0.22,0.27884615384615385,0.6194029850746269,0.20588235294117646,0.5768115942028985,0.7929176289453426,0.5948717948717949,0.23404255319148937,0.3558282208588957,0.6434108527131783,0.2692307692307692,0.5385656292286874,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_65.58_acc_66.48_epoch_5_time_202505081623_seed_7417.pth,5
0.6331108348228855,0.6593869731800767,1697,202505081626,0.8527070063694268,0.6227758007117438,0.0,0.21153846153846154,0.5945273631840796,0.0,0.5565217391304348,0.7962825278810409,0.5654281098546042,0.0,0.32,0.6223958333333334,0.0,0.512,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_63.31_acc_65.94_epoch_0_time_202505081626_seed_1697.pth,0
0.6516221411899135,0.6632183908045977,7295,202505081623,0.8232484076433121,0.5124555160142349,0.12,0.3125,0.654228855721393,0.1323529411764706,0.6086956521739131,0.791124713083397,0.5783132530120482,0.1791044776119403,0.3735632183908046,0.6493827160493827,0.1875,0.5336721728081322,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.16_acc_66.32_epoch_14_time_202505081623_seed_7295.pth,14
0.6454506477584487,0.6636015325670498,1697,202505081626,0.8280254777070064,0.6405693950177936,0.0,0.3317307692307692,0.6069651741293532,0.0,0.5768115942028985,0.7984644913627639,0.5844155844155844,0.0,0.40350877192982454,0.6321243523316062,0.0,0.5202614379084968,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_64.55_acc_66.36_epoch_1_time_202505081626_seed_1697.pth,1
0.6493590929140189,0.6628352490421456,1697,202505081626,0.8272292993630573,0.6298932384341637,0.04,0.3076923076923077,0.5970149253731343,0.1323529411764706,0.5768115942028985,0.7967791411042945,0.5774877650897227,0.07272727272727272,0.3855421686746988,0.6307490144546649,0.19148936170212766,0.5257595772787318,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_64.94_acc_66.28_epoch_2_time_202505081626_seed_1697.pth,2
0.6593443402508516,0.6659003831417625,997,202505081623,0.8105095541401274,0.6298932384341637,0.24,0.3798076923076923,0.6368159203980099,0.16176470588235295,0.5362318840579711,0.7928348909657321,0.5841584158415841,0.27906976744186046,0.4146981627296588,0.650571791613723,0.22448979591836735,0.5331412103746398,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_65.93_acc_66.59_epoch_8_time_202505081623_seed_997.pth,8
0.6503439463926892,0.653639846743295,1697,202505081626,0.7898089171974523,0.6512455516014235,0.22,0.3798076923076923,0.5895522388059702,0.20588235294117646,0.5507246376811594,0.7866772402854877,0.580952380952381,0.26506024096385544,0.41361256544502617,0.6228646517739816,0.2545454545454545,0.5191256830601093,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.03_acc_65.36_epoch_5_time_202505081626_seed_1697.pth,5
0.6260661524676612,0.6482758620689655,2581,202505081627,0.8272292993630573,0.6548042704626335,0.0,0.28365384615384615,0.6492537313432836,0.0,0.4318840579710145,0.7892138245347512,0.5492537313432836,0.0,0.35119047619047616,0.6311970979443773,0.0,0.46855345911949686,ORIGINAL,/workspace/MGLRA/save_folder/MELD/original/model_f1_62.61_acc_64.83_epoch_0_time_202505081627_seed_2581.pth,0
0.6428145061682875,0.6647509578544061,2581,202505081627,0.839968152866242,0.6263345195729537,0.0,0.3076923076923077,0.6666666666666666,0.014705882352941176,0.4956521739130435,0.7965269913174783,0.5799011532125206,0.0,0.39384615384615385,0.6373365041617123,0.02857142857142857,0.5051698670605613,ORIGINAL,/workspace/MGLRA/save_folder/MELD/original/model_f1_64.28_acc_66.48_epoch_1_time_202505081627_seed_2581.pth,1
0.6466414879114316,0.6593869731800767,1697,202505081626,0.8335987261146497,0.6512455516014235,0.06,0.33653846153846156,0.6044776119402985,0.27941176470588236,0.45217391304347826,0.789295137580098,0.5754716981132075,0.1016949152542373,0.4034582132564842,0.6262886597938144,0.2900763358778626,0.5048543689320388,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_64.66_acc_65.94_epoch_7_time_202505081626_seed_1697.pth,7
0.6446486239869169,0.6655172413793103,2581,202505081627,0.8463375796178344,0.608540925266904,0.04,0.2548076923076923,0.654228855721393,0.07352941176470588,0.5217391304347826,0.7941725812476653,0.5856164383561644,0.07142857142857142,0.34868421052631576,0.6399026763990268,0.12048192771084337,0.5187319884726225,ORIGINAL,/workspace/MGLRA/save_folder/MELD/original/model_f1_64.46_acc_66.55_epoch_2_time_202505081627_seed_2581.pth,2
0.6478110424889536,0.6659003831417625,2581,202505081627,0.8431528662420382,0.6120996441281139,0.06,0.24519230769230768,0.6467661691542289,0.1323529411764706,0.5333333333333333,0.7956423741547709,0.588034188034188,0.09523809523809523,0.34,0.6396063960639606,0.19148936170212766,0.5234708392603129,ORIGINAL,/workspace/MGLRA/save_folder/MELD/original/model_f1_64.78_acc_66.59_epoch_3_time_202505081627_seed_2581.pth,3
0.6510341418485094,0.6628352490421456,1697,202505081626,0.8304140127388535,0.6014234875444839,0.2,0.3269230769230769,0.6318407960199005,0.14705882352941177,0.5101449275362319,0.7904509283819628,0.5847750865051903,0.23809523809523808,0.4,0.631055900621118,0.20833333333333334,0.5191740412979351,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.10_acc_66.28_epoch_9_time_202505081626_seed_1697.pth,9
0.6511487692108594,0.6647509578544061,2581,202505081627,0.8320063694267515,0.6156583629893239,0.14,0.27884615384615385,0.6567164179104478,0.19117647058823528,0.5072463768115942,0.7925673113386424,0.5884353741496599,0.2,0.35365853658536583,0.6446886446886447,0.2549019607843137,0.5177514792899408,ORIGINAL,/workspace/MGLRA/save_folder/MELD/original/model_f1_65.11_acc_66.48_epoch_6_time_202505081627_seed_2581.pth,6
0.6516340753615735,0.664367816091954,7295,202505081623,0.8152866242038217,0.5409252669039146,0.12,0.27884615384615385,0.664179104477612,0.10294117647058823,0.6376811594202898,0.7922630560928433,0.5768500948766604,0.17391304347826086,0.36477987421383645,0.652014652014652,0.16666666666666666,0.5378973105134475,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.16_acc_66.44_epoch_27_time_202505081623_seed_7295.pth,27
0.6509059107143654,0.6662835249042146,2581,202505081627,0.8503184713375797,0.5871886120996441,0.14,0.24519230769230768,0.6592039800995025,0.25,0.4811594202898551,0.7961237420797614,0.584070796460177,0.19444444444444445,0.3355263157894737,0.654320987654321,0.26356589147286824,0.5053272450532724,ORIGINAL,/workspace/MGLRA/save_folder/MELD/original/model_f1_65.09_acc_66.63_epoch_11_time_202505081627_seed_2581.pth,11
0.657431624500828,0.660536398467433,7417,202505081623,0.8049363057324841,0.6156583629893239,0.24,0.47596153846153844,0.6517412935323383,0.22058823529411764,0.4405797101449275,0.7926303410427283,0.6038394415357766,0.2926829268292683,0.41164241164241167,0.6493184634448576,0.2608695652173913,0.49754500818330605,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_65.74_acc_66.05_epoch_17_time_202505081623_seed_7417.pth,17
0.644791529950163,0.6632183908045977,7417,202505081623,0.839171974522293,0.5587188612099644,0.12,0.23076923076923078,0.681592039800995,0.1323529411764706,0.5304347826086957,0.7912912912912913,0.5836431226765799,0.1791044776119403,0.32,0.6342592592592593,0.20454545454545456,0.5236051502145923,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.48_acc_66.32_epoch_19_time_202505081623_seed_7417.pth,19
0.6278443950317263,0.6478927203065135,2800,202505081633,0.8065286624203821,0.6120996441281139,0.0,0.23557692307692307,0.6467661691542289,0.0,0.5710144927536231,0.7852713178294574,0.549520766773163,0.0,0.3277591973244147,0.633373934226553,0.0,0.5077319587628866,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_62.78_acc_64.79_epoch_0_time_202505081633_seed_2800.pth,0
0.6483882049076791,0.6624521072796935,2800,202505081633,0.7921974522292994,0.6192170818505338,0.0,0.3605769230769231,0.6567164179104478,0.0,0.6405797101449275,0.7903097696584591,0.5686274509803921,0.0,0.4225352112676056,0.6583541147132169,0.0,0.542997542997543,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_64.84_acc_66.25_epoch_1_time_202505081633_seed_2800.pth,1
0.6455690212947199,0.6655172413793103,7417,202505081623,0.8431528662420382,0.5800711743772242,0.12,0.1778846153846154,0.6492537313432836,0.14705882352941177,0.5826086956521739,0.792368125701459,0.5895117540687161,0.18461538461538463,0.2730627306273063,0.6500622665006227,0.2127659574468085,0.5282522996057819,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.56_acc_66.55_epoch_20_time_202505081623_seed_7417.pth,20
0.6567562737167194,0.6628352490421456,1697,202505081626,0.7802547770700637,0.5871886120996441,0.22,0.38461538461538464,0.7014925373134329,0.10294117647058823,0.5942028985507246,0.7865168539325843,0.5882352941176471,0.2682926829268293,0.4134366925064599,0.6475315729047072,0.175,0.5488621151271754,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.68_acc_66.28_epoch_23_time_202505081626_seed_1697.pth,23
0.6510094219952315,0.6593869731800767,2800,202505081633,0.7826433121019108,0.6370106761565836,0.1,0.34134615384615385,0.6442786069651741,0.08823529411764706,0.6318840579710145,0.7867146858743498,0.5682539682539682,0.15873015873015872,0.4152046783625731,0.6458852867830424,0.14814814814814814,0.5429638854296388,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.10_acc_65.94_epoch_2_time_202505081633_seed_2800.pth,2
0.6292503932800988,0.6509578544061303,7480,202505081633,0.8272292993630573,0.6370106761565836,0.0,0.22115384615384615,0.6169154228855721,0.0,0.5420289855072464,0.7949502677888294,0.5457317073170732,0.0,0.3150684931506849,0.6326530612244898,0.0,0.4947089947089947,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_62.93_acc_65.10_epoch_0_time_202505081633_seed_7480.pth,0
0.6470915221917738,0.6651340996168582,7417,202505081623,0.8471337579617835,0.6120996441281139,0.2,0.1875,0.6094527363184079,0.1323529411764706,0.5710144927536231,0.797003745318352,0.5941278065630398,0.26666666666666666,0.2846715328467153,0.639686684073107,0.1956521739130435,0.5157068062827225,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.71_acc_66.51_epoch_21_time_202505081623_seed_7417.pth,21
0.6485388682597987,0.6597701149425287,2800,202505081633,0.804140127388535,0.6654804270462633,0.16,0.25961538461538464,0.6393034825870647,0.1323529411764706,0.5710144927536231,0.7881388997268826,0.5834633385335414,0.20512820512820512,0.34838709677419355,0.6465408805031446,0.20930232558139536,0.5274431057563588,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_64.85_acc_65.98_epoch_4_time_202505081633_seed_2800.pth,4
0.6415922859614184,0.6586206896551724,7480,202505081633,0.8200636942675159,0.6619217081850534,0.0,0.3798076923076923,0.6119402985074627,0.0,0.5159420289855072,0.7950598224623697,0.5794392523364486,0.0,0.4114583333333333,0.6283524904214559,0.0,0.5071225071225072,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.16_acc_65.86_epoch_1_time_202505081633_seed_7480.pth,1
0.643511572224037,0.6578544061302682,7480,202505081633,0.8113057324840764,0.6441281138790036,0.02,0.38461538461538464,0.599502487562189,0.0,0.5652173913043478,0.792071511853867,0.5801282051282052,0.037037037037037035,0.41450777202072536,0.6342105263157894,0.0,0.5179282868525896,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.35_acc_65.79_epoch_2_time_202505081633_seed_7480.pth,2
0.6426483154028023,0.6670498084291188,7417,202505081623,0.8765923566878981,0.6227758007117438,0.12,0.1875,0.5945273631840796,0.1323529411764706,0.4985507246376812,0.7940858276235124,0.5912162162162162,0.18181818181818182,0.2857142857142857,0.6364846870838882,0.2,0.5096296296296297,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.26_acc_66.70_epoch_23_time_202505081623_seed_7417.pth,23
0.6516481559028752,0.6613026819923372,2800,202505081633,0.8160828025477707,0.6156583629893239,0.08,0.3701923076923077,0.6218905472636815,0.1323529411764706,0.5449275362318841,0.7933436532507739,0.5805369127516778,0.12307692307692308,0.40848806366047746,0.6459948320413437,0.1978021978021978,0.5129604365620737,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.16_acc_66.13_epoch_7_time_202505081633_seed_2800.pth,7
0.6438548293164993,0.6555555555555556,7480,202505081633,0.8121019108280255,0.6476868327402135,0.1,0.3557692307692308,0.5945273631840796,0.029411764705882353,0.5478260869565217,0.7900852052672347,0.5833333333333334,0.1282051282051282,0.39572192513368987,0.6272965879265092,0.05405405405405406,0.5206611570247934,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.39_acc_65.56_epoch_3_time_202505081633_seed_7480.pth,3
0.6547450915827691,0.6689655172413793,7417,202505081623,0.85828025477707,0.6263345195729537,0.18,0.3269230769230769,0.6094527363184079,0.19117647058823528,0.45507246376811594,0.7967479674796748,0.5866666666666667,0.23076923076923078,0.38968481375358166,0.6430446194225722,0.23636363636363636,0.510569105691057,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_65.47_acc_66.90_epoch_24_time_202505081623_seed_7417.pth,24
0.6538110529594725,0.6674329501915709,1697,202505081626,0.8328025477707006,0.5836298932384342,0.24,0.2403846153846154,0.654228855721393,0.16176470588235295,0.5681159420289855,0.7936267071320182,0.5857142857142857,0.2696629213483146,0.33444816053511706,0.654228855721393,0.2391304347826087,0.5297297297297298,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.38_acc_66.74_epoch_30_time_202505081626_seed_1697.pth,30
0.6453854756518738,0.6540229885057471,7480,202505081633,0.804140127388535,0.6441281138790036,0.16,0.375,0.6069651741293532,0.08823529411764706,0.5217391304347826,0.7866043613707165,0.586709886547812,0.1951219512195122,0.40102827763496146,0.6248399487836107,0.14457831325301204,0.5142857142857142,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_64.54_acc_65.40_epoch_4_time_202505081633_seed_7480.pth,4
0.652196862263402,0.6624521072796935,2800,202505081633,0.7874203821656051,0.5871886120996441,0.04,0.3125,0.6791044776119403,0.10294117647058823,0.6608695652173913,0.7864811133200795,0.5935251798561151,0.06666666666666667,0.39039039039039036,0.6634264884568651,0.1728395061728395,0.5352112676056338,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/MELD/original_av_using_lstm/model_f1_65.22_acc_66.25_epoch_11_time_202505081633_seed_2800.pth,11
0.6193866926831202,0.6513409961685823,8042,202505081637,0.839968152866242,0.5409252669039146,0.0,0.07211538461538461,0.6144278606965174,0.0,0.6695652173913044,0.7953260459856766,0.5547445255474452,0.0,0.13157894736842105,0.6415584415584416,0.0,0.5116279069767442,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_61.94_acc_65.13_epoch_0_time_202505081637_seed_8042.pth,0
0.6231990884165403,0.6494252873563219,1304,202505081637,0.8280254777070064,0.6619217081850534,0.0,0.20673076923076922,0.6940298507462687,0.0,0.4260869565217391,0.7932875667429443,0.5543964232488823,0.0,0.3115942028985507,0.6227678571428571,0.0,0.46153846153846156,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_62.32_acc_64.94_epoch_0_time_202505081637_seed_1304.pth,0
0.6509340769109804,0.6647509578544061,7480,202505081633,0.839968152866242,0.5765124555160143,0.16,0.27884615384615385,0.6243781094527363,0.17647058823529413,0.5478260869565217,0.7914478619654913,0.5827338129496403,0.20512820512820512,0.3613707165109034,0.638676844783715,0.24742268041237114,0.5279329608938548,MKD_AV_LSTM,/workspace/MGLRA/save_folder/MELD/MKD_av_using_lstm/model_f1_65.09_acc_66.48_epoch_7_time_202505081633_seed_7480.pth,7
0.6402619993921451,0.6601532567049808,8042,202505081637,0.8296178343949044,0.6014234875444839,0.0,0.25,0.599502487562189,0.0,0.6347826086956522,0.7969407265774379,0.5797598627787307,0.0,0.35135135135135137,0.6392572944297082,0.0,0.5134818288393904,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_64.03_acc_66.02_epoch_1_time_202505081637_seed_8042.pth,1
0.6368831226581441,0.6559386973180077,1304,202505081637,0.8128980891719745,0.6690391459074733,0.0,0.3317307692307692,0.6741293532338308,0.0,0.47246376811594204,0.791779759596743,0.5740458015267176,0.0,0.38764044943820225,0.6302325581395349,0.0,0.5,MKD,/workspace/MGLRA/save_folder/MELD/MKD/model_f1_63.69_acc_65.59_epoch_1_time_202505081637_seed_1304.pth,1
