f1_w,acc_w,seed,timestamps,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,mode,path,epoch
0.4278711496620278,0.4553296364756624,8539,202505081732,0.125,0.8489795918367347,0.19791666666666666,0.7176470588235294,0.5719063545150501,0.3779527559055118,0.17142857142857143,0.5785813630041725,0.26902654867256637,0.49292929292929294,0.6195652173913043,0.4085106382978723,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_42.79_acc_45.53_epoch_1_time_202505081732_seed_8539.pth,1
0.5212291052721619,0.5360443622920518,8539,202505081732,0.24305555555555555,0.7061224489795919,0.25,0.6470588235294118,0.7658862876254181,0.5958005249343832,0.26717557251908397,0.7075664621676891,0.31840796019900497,0.582010582010582,0.7258320126782885,0.5141562853907135,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_52.12_acc_53.60_epoch_2_time_202505081732_seed_8539.pth,2
0.5396162561670108,0.5520640788662969,8539,202505081732,0.2708333333333333,0.7306122448979592,0.2838541666666667,0.7705882352941177,0.7959866220735786,0.5249343832020997,0.2932330827067669,0.7427385892116183,0.3791304347826087,0.5887640449438202,0.7579617834394905,0.47058823529411764,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_53.96_acc_55.21_epoch_3_time_202505081732_seed_8539.pth,3
0.6244344896390397,0.6241528034504005,8539,202505081732,0.3472222222222222,0.746938775510204,0.5208333333333334,0.6588235294117647,0.7859531772575251,0.6115485564304461,0.3436426116838488,0.7837259100642399,0.5673758865248227,0.6418338108882522,0.7605177993527508,0.571078431372549,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_62.44_acc_62.42_epoch_4_time_202505081732_seed_8539.pth,4
0.6178453254856704,0.625385089340727,8539,202505081732,0.3055555555555556,0.8408163265306122,0.4713541666666667,0.7705882352941177,0.8160535117056856,0.5485564304461942,0.3283582089552239,0.7969052224371374,0.5577812018489985,0.6405867970660146,0.768503937007874,0.5442708333333334,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_61.78_acc_62.54_epoch_5_time_202505081732_seed_8539.pth,5
0.6478869907539254,0.6500308071472581,8539,202505081732,0.375,0.8367346938775511,0.5911458333333334,0.6882352941176471,0.7892976588628763,0.5669291338582677,0.3776223776223776,0.8151093439363817,0.627939142461964,0.6464088397790055,0.7600644122383253,0.5752330226364847,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_64.79_acc_65.00_epoch_6_time_202505081732_seed_8539.pth,6
0.6524822229155779,0.6537276648182379,8539,202505081732,0.4097222222222222,0.8244897959183674,0.5677083333333334,0.7352941176470589,0.7859531772575251,0.5826771653543307,0.4068965517241379,0.8244897959183674,0.6175637393767706,0.6596306068601583,0.7605177993527508,0.581913499344692,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_65.25_acc_65.37_epoch_7_time_202505081732_seed_8539.pth,7
0.6585784585487732,0.6574245224892175,8539,202505081732,0.4652777777777778,0.8163265306122449,0.6197916666666666,0.6823529411764706,0.7558528428093646,0.5774278215223098,0.43790849673202614,0.8316008316008316,0.6415094339622641,0.6462395543175488,0.7446457990115322,0.5858854860186418,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_65.86_acc_65.74_epoch_8_time_202505081732_seed_8539.pth,8
0.6625607860097383,0.6605052372150338,8539,202505081732,0.5347222222222222,0.8122448979591836,0.6015625,0.711764705882353,0.7357859531772575,0.5879265091863517,0.47678018575851394,0.8257261410788381,0.6337448559670782,0.663013698630137,0.7432432432432432,0.5933774834437087,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_66.26_acc_66.05_epoch_9_time_202505081732_seed_8539.pth,9
0.6632900958453755,0.6605052372150338,8539,202505081732,0.6111111111111112,0.8040816326530612,0.625,0.6882352941176471,0.7023411371237458,0.5774278215223098,0.5131195335276968,0.8106995884773662,0.6408544726301736,0.6685714285714286,0.7342657342657343,0.5898123324396782,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_66.33_acc_66.05_epoch_11_time_202505081732_seed_8539.pth,11
0.6697204329244442,0.6709796672828097,8539,202505081732,0.4930555555555556,0.8081632653061225,0.6328125,0.7,0.802675585284281,0.5721784776902887,0.4896551724137931,0.813141683778234,0.6437086092715232,0.6704225352112676,0.7704654895666132,0.592391304347826,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_66.97_acc_67.10_epoch_12_time_202505081732_seed_8539.pth,12
0.32994493529245167,0.3986444855206408,2024,202505081733,0.06944444444444445,0.8530612244897959,0.12760416666666666,0.7058823529411765,0.7123745819397993,0.12073490813648294,0.12048192771084337,0.5407503234152652,0.1859582542694497,0.4588910133843212,0.538558786346397,0.19742489270386265,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_32.99_acc_39.86_epoch_0_time_202505081733_seed_2024.pth,0
0.6789554986695586,0.6777572396796057,8539,202505081732,0.5625,0.7959183673469388,0.609375,0.6058823529411764,0.7525083612040134,0.6876640419947506,0.5242718446601942,0.8125,0.6428571428571429,0.6560509554140127,0.746268656716418,0.645320197044335,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.90_acc_67.78_epoch_16_time_202505081732_seed_8539.pth,16
0.43314899342234486,0.452248921749846,2024,202505081733,0.20833333333333334,0.8408163265306122,0.20052083333333334,0.7411764705882353,0.5618729096989966,0.3333333333333333,0.2222222222222222,0.6613162118780096,0.2641509433962264,0.4581818181818182,0.632768361581921,0.3686502177068215,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_43.31_acc_45.22_epoch_1_time_202505081733_seed_2024.pth,1
0.5283409708498594,0.5403573629081947,2024,202505081733,0.3541666666666667,0.726530612244898,0.2682291666666667,0.7352941176470589,0.7959866220735786,0.4776902887139108,0.3355263157894737,0.7370600414078675,0.35701906412478335,0.5681818181818182,0.7402799377916018,0.4555694618272841,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_52.83_acc_54.04_epoch_2_time_202505081733_seed_2024.pth,2
0.5583196125633224,0.5532963647566236,2024,202505081733,0.4513888888888889,0.6775510204081633,0.4375,0.7411764705882353,0.6521739130434783,0.4671916010498688,0.37037037037037035,0.7248908296943232,0.49557522123893805,0.5675675675675675,0.7014388489208633,0.46903820816864294,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_55.83_acc_55.33_epoch_3_time_202505081733_seed_2024.pth,3
0.6141866111678933,0.6124460874922982,2024,202505081733,0.3958333333333333,0.746938775510204,0.5,0.7058823529411765,0.7591973244147158,0.5643044619422573,0.36774193548387096,0.7854077253218884,0.5509325681492109,0.633245382585752,0.7529021558872305,0.5436156763590392,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_61.42_acc_61.24_epoch_4_time_202505081733_seed_2024.pth,4
0.639527878999927,0.6383240911891559,2024,202505081733,0.4722222222222222,0.8326530612244898,0.5859375,0.711764705882353,0.7424749163879598,0.5144356955380578,0.41975308641975306,0.8225806451612904,0.625,0.6318537859007833,0.75,0.5362517099863201,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_63.95_acc_63.83_epoch_5_time_202505081733_seed_2024.pth,5
0.6462814274017789,0.6444855206407887,2024,202505081733,0.4791666666666667,0.8326530612244898,0.6015625,0.6823529411764706,0.7357859531772575,0.5406824146981627,0.42724458204334365,0.8209255533199196,0.6346153846153846,0.6321525885558583,0.7495741056218058,0.553763440860215,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_64.63_acc_64.45_epoch_6_time_202505081733_seed_2024.pth,6
0.6540846072575738,0.651879235982748,2024,202505081733,0.5625,0.8285714285714286,0.6223958333333334,0.6941176470588235,0.7224080267558528,0.5275590551181102,0.47928994082840237,0.8252032520325203,0.6450742240215924,0.6361185983827493,0.7487001733102253,0.5529573590096286,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_65.41_acc_65.19_epoch_7_time_202505081733_seed_2024.pth,7
0.6587753946178889,0.6555760936537277,2024,202505081733,0.6180555555555556,0.8,0.6380208333333334,0.6764705882352942,0.7090301003344481,0.5433070866141733,0.5114942528735632,0.8115942028985508,0.6481481481481481,0.6424581005586593,0.7491166077738516,0.563265306122449,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_65.88_acc_65.56_epoch_8_time_202505081733_seed_2024.pth,8
0.670146570778166,0.6678989525569933,2024,202505081733,0.6388888888888888,0.7959183673469388,0.6484375,0.6647058823529411,0.7424749163879598,0.5590551181102362,0.5411764705882353,0.8024691358024691,0.6518324607329843,0.6494252873563219,0.7735191637630662,0.5803814713896458,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.01_acc_66.79_epoch_9_time_202505081733_seed_2024.pth,9
0.670295506502154,0.6685150955021565,2024,202505081733,0.6527777777777778,0.7836734693877551,0.6588541666666666,0.6588235294117647,0.7491638795986622,0.5511811023622047,0.5578635014836796,0.7950310559006211,0.6503856041131105,0.6473988439306358,0.7777777777777778,0.5785123966942148,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.03_acc_66.85_epoch_10_time_202505081733_seed_2024.pth,10
0.6743472937075304,0.674060382008626,2024,202505081733,0.5902777777777778,0.7795918367346939,0.6666666666666666,0.6647058823529411,0.7959866220735786,0.5538057742782152,0.5448717948717948,0.7958333333333333,0.650571791613723,0.6588921282798834,0.7920133111480865,0.5836791147994468,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.43_acc_67.41_epoch_11_time_202505081733_seed_2024.pth,11
0.6856666853890983,0.6839186691312384,2024,202505081733,0.6666666666666666,0.7959183673469388,0.6875,0.611764705882353,0.7525083612040134,0.5931758530183727,0.5680473372781065,0.7926829268292683,0.6675094816687737,0.6624203821656051,0.78125,0.6149659863945578,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_68.57_acc_68.39_epoch_20_time_202505081733_seed_2024.pth,20
0.30156871597821433,0.3203943314849045,7657,202505081739,0.08333333333333333,0.5428571428571428,0.18229166666666666,0.27647058823529413,0.23411371237458195,0.49343832020997375,0.11650485436893204,0.4367816091954023,0.2204724409448819,0.27167630057803466,0.2898550724637681,0.38883143743536713,MKD,/workspace/MGLRA/save_folder/IEMOCAP/MKD/model_f1_30.16_acc_32.04_epoch_0_time_202505081739_seed_7657.pth,0
0.35419617258749225,0.3943314849044978,7657,202505081739,0.13194444444444445,0.8326530612244898,0.078125,0.7647058823529411,0.5551839464882943,0.2388451443569554,0.1735159817351598,0.5904486251808972,0.12096774193548387,0.39156626506024095,0.6102941176470589,0.2879746835443038,MKD,/workspace/MGLRA/save_folder/IEMOCAP/MKD/model_f1_35.42_acc_39.43_epoch_1_time_202505081739_seed_7657.pth,1
0.38209971774525264,0.43561306223043744,7657,202505081739,0.11805555555555555,0.8408163265306122,0.11197916666666667,0.888235294117647,0.7558528428093646,0.1679790026246719,0.16666666666666666,0.622356495468278,0.17659137577002054,0.4223776223776224,0.7208931419457735,0.2323049001814882,MKD,/workspace/MGLRA/save_folder/IEMOCAP/MKD/model_f1_38.21_acc_43.56_epoch_2_time_202505081739_seed_7657.pth,2
0.4886636340304788,0.5095502156500308,7657,202505081739,0.1527777777777778,0.7346938775510204,0.2760416666666667,0.8,0.7859531772575251,0.3884514435695538,0.18803418803418803,0.6883365200764818,0.34983498349834985,0.53125,0.724191063174114,0.4099722991689751,MKD,/workspace/MGLRA/save_folder/IEMOCAP/MKD/model_f1_48.87_acc_50.96_epoch_3_time_202505081739_seed_7657.pth,3
0.5371655814896424,0.5434380776340111,7657,202505081739,0.25,0.6285714285714286,0.3854166666666667,0.8176470588235294,0.7792642140468228,0.45144356955380577,0.2696629213483146,0.6921348314606741,0.4471299093655589,0.5743801652892562,0.7396825396825397,0.45382585751978893,MKD,/workspace/MGLRA/save_folder/IEMOCAP/MKD/model_f1_53.72_acc_54.34_epoch_4_time_202505081739_seed_7657.pth,4
0.5585566315460554,0.5643869377695625,7657,202505081739,0.3194444444444444,0.7673469387755102,0.3385416666666667,0.7764705882352941,0.6755852842809364,0.5721784776902887,0.2977346278317152,0.749003984063745,0.4269293924466338,0.6255924170616114,0.696551724137931,0.529126213592233,MKD,/workspace/MGLRA/save_folder/IEMOCAP/MKD/model_f1_55.86_acc_56.44_epoch_5_time_202505081739_seed_7657.pth,5
0.5878944020638484,0.5847196549599507,7657,202505081739,0.375,0.8040816326530612,0.4947916666666667,0.7235294117647059,0.6020066889632107,0.5380577427821522,0.3185840707964602,0.7801980198019802,0.5531295487627366,0.5942028985507246,0.6545454545454545,0.5459387483355526,MKD,/workspace/MGLRA/save_folder/IEMOCAP/MKD/model_f1_58.79_acc_58.47_epoch_6_time_202505081739_seed_7657.pth,6
0.6181247188881773,0.6179913739987677,7657,202505081739,0.3611111111111111,0.8285714285714286,0.4817708333333333,0.6470588235294118,0.6789297658862876,0.6561679790026247,0.33121019108280253,0.803960396039604,0.5505952380952381,0.6267806267806267,0.7012089810017271,0.6060606060606061,MKD,/workspace/MGLRA/save_folder/IEMOCAP/MKD/model_f1_61.81_acc_61.80_epoch_7_time_202505081739_seed_7657.pth,7
