f1_w,acc_w,seed,timestamps,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,mode,path,epoch
0.3280638938819868,0.3690696241528035,8279,202505081624,0.0625,0.8408163265306122,0.12239583333333333,0.7235294117647059,0.41471571906354515,0.23622047244094488,0.10227272727272728,0.544973544973545,0.17836812144212524,0.38258164852255055,0.4567219152854512,0.2995008319467554,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_32.81_acc_36.91_epoch_0_time_202505081624_seed_8279.pth,0
0.40027263815031744,0.4319162045594578,8279,202505081624,0.2152777777777778,0.8448979591836735,0.21875,0.788235294117647,0.5886287625418061,0.18110236220472442,0.25203252032520324,0.6088235294117647,0.28426395939086296,0.4364820846905538,0.6153846153846154,0.2541436464088398,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_40.03_acc_43.19_epoch_1_time_202505081624_seed_8279.pth,1
0.4939052465151896,0.5003080714725816,8279,202505081624,0.375,0.7061224489795919,0.23177083333333334,0.7705882352941177,0.6387959866220736,0.4566929133858268,0.29508196721311475,0.7193347193347194,0.312280701754386,0.5379876796714579,0.6643478260869565,0.45371577574967403,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_49.39_acc_50.03_epoch_2_time_202505081624_seed_8279.pth,2
0.5287219436850754,0.5341959334565619,8279,202505081624,0.3263888888888889,0.6938775510204082,0.2916666666666667,0.788235294117647,0.705685618729097,0.5065616797900262,0.29936305732484075,0.7264957264957265,0.3739565943238731,0.575107296137339,0.7152542372881356,0.47713226205191595,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_52.87_acc_53.42_epoch_3_time_202505081624_seed_8279.pth,3
0.568651571521469,0.5650030807147258,8279,202505081624,0.3958333333333333,0.7061224489795919,0.4401041666666667,0.8176470588235294,0.6588628762541806,0.4776902887139108,0.32664756446991405,0.7654867256637168,0.48985507246376814,0.6205357142857143,0.6900175131348512,0.4945652173913043,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_56.87_acc_56.50_epoch_4_time_202505081624_seed_8279.pth,4
0.6173678875047777,0.6198398028342575,8279,202505081624,0.3680555555555556,0.8408163265306122,0.4869791666666667,0.7941176470588235,0.7525083612040134,0.5249343832020997,0.3464052287581699,0.8174603174603174,0.5615615615615616,0.6398104265402843,0.7425742574257426,0.5390835579514824,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_61.74_acc_61.98_epoch_5_time_202505081624_seed_8279.pth,5
0.6379247268346675,0.6358595194085028,8279,202505081624,0.4722222222222222,0.8448979591836735,0.5729166666666666,0.7294117647058823,0.7157190635451505,0.5223097112860893,0.40718562874251496,0.8329979879275654,0.6179775280898876,0.6262626262626263,0.7328767123287672,0.5504840940525588,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_63.79_acc_63.59_epoch_6_time_202505081624_seed_8279.pth,6
0.6492789104728179,0.6481823783117683,8279,202505081624,0.4722222222222222,0.8326530612244898,0.5859375,0.7470588235294118,0.7491638795986622,0.5354330708661418,0.4263322884012539,0.8395061728395061,0.6232686980609419,0.6414141414141414,0.7479131886477463,0.56353591160221,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_64.93_acc_64.82_epoch_7_time_202505081624_seed_8279.pth,7
0.6570842462226949,0.6537276648182379,8279,202505081624,0.5208333333333334,0.7877551020408163,0.6067708333333334,0.711764705882353,0.7290969899665551,0.5800524934383202,0.45317220543806647,0.8195329087048833,0.628032345013477,0.6558265582655827,0.7414965986394558,0.5932885906040268,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_65.71_acc_65.37_epoch_8_time_202505081624_seed_8279.pth,8
0.6596789606063543,0.6568083795440542,8279,202505081624,0.5486111111111112,0.7836734693877551,0.6276041666666666,0.7352941176470589,0.7224080267558528,0.5590551181102362,0.4744744744744745,0.8170212765957446,0.6350461133069829,0.6684491978609626,0.7384615384615385,0.5875862068965517,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_65.97_acc_65.68_epoch_9_time_202505081624_seed_8279.pth,9
0.6599858922031221,0.6574245224892175,8279,202505081624,0.5416666666666666,0.7877551020408163,0.6223958333333334,0.7411764705882353,0.7224080267558528,0.5643044619422573,0.4727272727272727,0.8160676532769556,0.6339522546419099,0.6702127659574468,0.7372013651877133,0.5914718019257221,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_66.00_acc_65.74_epoch_10_time_202505081624_seed_8279.pth,10
0.6628786669163557,0.6605052372150338,8279,202505081624,0.5416666666666666,0.7755102040816326,0.6276041666666666,0.7058823529411765,0.7357859531772575,0.5853018372703412,0.48297213622291024,0.8033826638477801,0.6375661375661376,0.6685236768802229,0.7445008460236887,0.5994623655913979,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_66.29_acc_66.05_epoch_11_time_202505081624_seed_8279.pth,11
0.6692527081131422,0.6666666666666666,8279,202505081624,0.5555555555555556,0.7673469387755102,0.6328125,0.6823529411764706,0.7525083612040134,0.6036745406824147,0.5015673981191222,0.8086021505376344,0.6386333771353482,0.6685878962536023,0.7550335570469798,0.6068601583113457,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_66.93_acc_66.67_epoch_12_time_202505081624_seed_8279.pth,12
0.6713090937544829,0.6709796672828097,8279,202505081624,0.4930555555555556,0.7510204081632653,0.6536458333333334,0.6588235294117647,0.8060200668896321,0.6036745406824147,0.4879725085910653,0.7948164146868251,0.6469072164948454,0.6627218934911243,0.7736757624398074,0.609271523178808,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.13_acc_67.10_epoch_13_time_202505081624_seed_8279.pth,13
0.6701640858030514,0.6715958102279729,8279,202505081624,0.5,0.7755102040816326,0.6822916666666666,0.6647058823529411,0.8160535117056856,0.5485564304461942,0.5017421602787456,0.8016877637130801,0.655819774718398,0.653179190751445,0.7795527156549521,0.5854341736694678,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.02_acc_67.16_epoch_14_time_202505081624_seed_8279.pth,14
0.6726024617173935,0.6709796672828097,8279,202505081624,0.5625,0.7387755102040816,0.7083333333333334,0.6529411764705882,0.7759197324414716,0.5564304461942258,0.5276872964169381,0.8062360801781737,0.660996354799514,0.6453488372093024,0.7720465890183028,0.5872576177285319,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.26_acc_67.10_epoch_18_time_202505081624_seed_8279.pth,18
0.6756385511477171,0.6771410967344423,8279,202505081624,0.5138888888888888,0.7795918367346939,0.5833333333333334,0.5882352941176471,0.842809364548495,0.6771653543307087,0.5229681978798587,0.8025210084033614,0.6222222222222222,0.6369426751592356,0.7899686520376176,0.6331288343558282,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.56_acc_67.71_epoch_22_time_202505081624_seed_8279.pth,22
0.6762851596546144,0.6765249537892791,8279,202505081624,0.5555555555555556,0.7428571428571429,0.6848958333333334,0.6941176470588235,0.8260869565217391,0.5459317585301837,0.5369127516778524,0.801762114537445,0.654228855721393,0.659217877094972,0.7916666666666666,0.5875706214689266,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.63_acc_67.65_epoch_25_time_202505081624_seed_8279.pth,25
0.6770694123981121,0.6777572396796057,8279,202505081624,0.5763888888888888,0.7959183673469388,0.6536458333333334,0.6529411764705882,0.8060200668896321,0.5748031496062992,0.5589225589225589,0.7975460122699386,0.6519480519480519,0.6491228070175439,0.7888707037643208,0.5943012211668928,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_67.71_acc_67.78_epoch_30_time_202505081624_seed_8279.pth,30
0.29541287177627046,0.3006777572396796,436,202505081632,0.5277777777777778,0.3306122448979592,0.24479166666666666,0.23529411764705882,0.016722408026755852,0.5039370078740157,0.21081830790568654,0.48942598187311176,0.23470661672908863,0.32786885245901637,0.032679738562091505,0.4555160142348754,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_29.54_acc_30.07_epoch_0_time_202505081632_seed_436.pth,0
0.20907449047337195,0.25693160813308685,5230,202505081701,0.2638888888888889,0.5469387755102041,0.421875,0.45294117647058824,0.0,0.015748031496062992,0.3140495867768595,0.5642105263157895,0.2625607779578606,0.25538971807628524,0.0,0.030534351145038167,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_20.91_acc_25.69_epoch_0_time_202505081701_seed_5230.pth,0
0.4294744383811684,0.43622920517560076,5230,202505081701,0.25,0.889795918367347,0.234375,0.5411764705882353,0.49498327759197325,0.32545931758530183,0.28346456692913385,0.6844583987441131,0.2542372881355932,0.33948339483394835,0.592,0.4099173553719008,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_42.95_acc_43.62_epoch_1_time_202505081701_seed_5230.pth,1
0.4218618133044423,0.48120764017252005,5230,202505081701,0.06944444444444445,0.8653061224489796,0.06770833333333333,0.8235294117647058,0.8160535117056856,0.3910761154855643,0.11049723756906077,0.7008264462809918,0.11255411255411256,0.45454545454545453,0.7208271787296898,0.4226950354609929,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_42.19_acc_48.12_epoch_2_time_202505081701_seed_5230.pth,2
0.5484364646312014,0.5613062230437461,5230,202505081701,0.2013888888888889,0.7142857142857143,0.3932291666666667,0.6941176470588235,0.8394648829431438,0.49081364829396323,0.2672811059907834,0.7383966244725738,0.4402332361516035,0.5501165501165501,0.737151248164464,0.4927536231884058,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_54.84_acc_56.13_epoch_3_time_202505081701_seed_5230.pth,3
0.5973505227558302,0.6019716574245225,5230,202505081701,0.3611111111111111,0.7346938775510204,0.4895833333333333,0.7058823529411765,0.8294314381270903,0.49606299212598426,0.3939393939393939,0.7758620689655172,0.5280898876404494,0.5755395683453237,0.7481146304675717,0.5206611570247934,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_59.74_acc_60.20_epoch_4_time_202505081701_seed_5230.pth,4
0.6325409788341088,0.6383240911891559,5230,202505081701,0.3611111111111111,0.8204081632653061,0.5494791666666666,0.6470588235294118,0.842809364548495,0.5511811023622047,0.42105263157894735,0.8237704918032787,0.5765027322404371,0.5898123324396782,0.7567567567567568,0.5675675675675675,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_63.25_acc_63.83_epoch_5_time_202505081701_seed_5230.pth,5
0.6435495735304989,0.6481823783117683,5230,202505081701,0.4444444444444444,0.8612244897959184,0.5182291666666666,0.6705882352941176,0.8160535117056856,0.5774278215223098,0.4620938628158845,0.8373015873015873,0.5693848354792561,0.6263736263736264,0.7565891472868217,0.5812417437252312,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_64.35_acc_64.82_epoch_6_time_202505081701_seed_5230.pth,6
0.6488393360420203,0.6487985212569316,5230,202505081701,0.5138888888888888,0.8122448979591836,0.5807291666666666,0.6647058823529411,0.7692307692307693,0.5616797900262467,0.49498327759197325,0.8343815513626834,0.5970548862115127,0.6260387811634349,0.7431340872374798,0.576043068640646,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_64.88_acc_64.88_epoch_7_time_202505081701_seed_5230.pth,7
0.6589840217749908,0.6574245224892175,5230,202505081701,0.5833333333333334,0.8163265306122449,0.5859375,0.6411764705882353,0.745819397993311,0.5931758530183727,0.5283018867924528,0.8385744234800838,0.6040268456375839,0.6449704142011834,0.7420965058236273,0.5893089960886571,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_65.90_acc_65.74_epoch_8_time_202505081701_seed_5230.pth,8
0.6578081756667147,0.6666666666666666,5230,202505081701,0.2777777777777778,0.7346938775510204,0.5651041666666666,0.5941176470588235,0.8963210702341137,0.7244094488188977,0.38461538461538464,0.7982261640798226,0.6112676056338028,0.6412698412698413,0.7657142857142857,0.6403712296983759,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_65.78_acc_66.67_epoch_15_time_202505081701_seed_5230.pth,15
0.6607308623295419,0.6598890942698706,5230,202505081701,0.5416666666666666,0.8489795918367347,0.609375,0.711764705882353,0.7190635451505016,0.5643044619422573,0.48,0.8472505091649695,0.6324324324324324,0.6558265582655827,0.7107438016528925,0.6005586592178771,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_66.07_acc_65.99_epoch_18_time_202505081701_seed_5230.pth,18
0.668834908512742,0.6715958102279729,5230,202505081701,0.4166666666666667,0.8612244897959184,0.6510416666666666,0.6529411764705882,0.7959866220735786,0.5774278215223098,0.42704626334519574,0.845691382765531,0.6493506493506493,0.6568047337278107,0.7414330218068536,0.6145251396648045,ORIGINAL_AV_LSTM,/workspace/MGLRA/save_folder/IEMOCAP/original_av_using_lstm/model_f1_66.88_acc_67.16_epoch_19_time_202505081701_seed_5230.pth,19
0.2667082298899886,0.3179297597042514,8539,202505081732,0.09027777777777778,0.7755102040816326,0.2786458333333333,0.8647058823529412,0.03678929765886288,0.12598425196850394,0.14857142857142858,0.5900621118012422,0.3124087591240876,0.32131147540983607,0.06984126984126984,0.1875,ORIGINAL,/workspace/MGLRA/save_folder/IEMOCAP/original/model_f1_26.67_acc_31.79_epoch_0_time_202505081732_seed_8539.pth,0
